0.8063,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.8265,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.8466,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.8667,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.8867,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.9070,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.9272,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.9473,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.9676,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
0.9876,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.0078,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.0281,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.0481,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.0682,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.0884,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.1086,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.1288,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.1489,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.1690,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.1892,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.2093,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.2295,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.2496,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.2699,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.2900,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.3102,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.3304,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.3505,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.3706,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.3907,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.4109,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.4311,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.4512,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.4713,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.4916,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.5117,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.5322,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.5521,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.5722,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.5923,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.6124,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.6328,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.6529,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.6730,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.6931,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.7133,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.7336,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.7537,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.7738,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.7940,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.8140,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.8343,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.8544,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.8745,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.8947,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.9148,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.9350,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.9551,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.9753,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
1.9955,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.0155,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.0358,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.0559,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.0762,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.0962,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.1164,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.1367,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.1567,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.1768,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.1969,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.2171,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.2373,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.2574,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.2776,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.2978,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.3179,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.3383,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.3583,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.3785,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.3986,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.4187,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.4390,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.4590,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.4791,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.4993,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.5195,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.5398,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.5598,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.5799,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.6000,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.6202,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.6405,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.6605,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.6807,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.7009,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.7210,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.7412,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.7613,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.7815,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.8017,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.8218,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.8420,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.8621,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.8823,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.9024,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.9226,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.9428,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.9628,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
2.9829,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.0031,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.0232,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.0435,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.0637,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.0837,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.1039,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.1240,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.1442,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.1643,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.1845,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.2046,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.2247,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.2450,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.2651,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.2852,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.3053,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.3257,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.3458,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.3658,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.3859,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.4060,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.4262,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.4466,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.4665,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.4867,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.5069,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.5270,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.5481,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.5674,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
3.5874,AXES,0=0.5429,1=0.3143,2=0.0000,3=0.0000,4=0.0000,5=0.0000,BUTTONS,1=0,2=0,3=0,4=0,5=0
